 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 30/Septiembre/13
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 6-3-3-0-000-000-000000
 Tipo de moneda :
 Todas

 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 3-4-4-2-009-000-000000            EDUCACION A DISTANCIA         -406,190.16                0.00              0.00       -406,190.16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-2-010-000-000000            APOYOS EXTRAORDINARIOS        -570,357.99                0.00              0.00       -570,357.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-2-013-000-000000            PROMEP 2011                   -135,988.54                0.00         62,176.00       -198,164.54                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-2-015-000-000000            EQUIPAMIENTO                   -49,692.50                0.00        138,573.60       -188,266.10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-2-020-000-000000            APLICACION AGRICOLA            -30,395.99                0.00              0.00        -30,395.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-2-024-000-000000            PROYECTO 169062 ABEL                 0.00                0.00         27,580.00        -27,580.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-000-000-000000          EQUIPO E INSTRUMENTAL MED     -2,565,223.84                0.00        104,742.12     -2,669,965.96                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-001-000-000000            POA                           -277,526.72                0.00              0.00       -277,526.72                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-003-000-000000            PROMEP                         -70,660.12                0.00              0.00        -70,660.12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-004-000-000000            FAM 2008                      -369,779.00                0.00              0.00       -369,779.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-005-000-000000            FOMIX                         -172,124.10                0.00              0.00       -172,124.10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-006-000-000000            FAM 2010                      -354,658.67                0.00         12,907.39       -367,566.06                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-007-000-000000            CIENCIA BASICA                -578,440.95                0.00              0.00       -578,440.95                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-012-000-000000            FONDO DE RESERVA              -219,343.24                0.00              0.00       -219,343.24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-013-000-000000            PROMEP 2011                   -111,229.29                0.00              0.00       -111,229.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-015-000-000000            EQUIPAMIENTO                   -31,002.16                0.00         91,834.73       -122,836.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-016-000-000000            INVESTIGACION                 -116,278.17                0.00              0.00       -116,278.17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-3-021-000-000000            APLICACION AGRICOLA           -264,181.42                0.00              0.00       -264,181.42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-4-000-000-000000          EQUIPO DE TRANSPORTE          -3,614,346.00                0.00              0.00     -3,614,346.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-4-001-000-000000            POA                         -3,174,446.00                0.00              0.00     -3,174,446.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-4-011-000-000000            RECUPERACIÓN JEEP PATRI       -135,410.00                0.00              0.00       -135,410.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-4-012-000-000000            FONDO DE RESERVA              -304,490.00                0.00              0.00       -304,490.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-000-000-000000          MAQUINARIA OTROS EQUIPOS     -33,244,576.73          152,010.00        391,159.60    -33,483,726.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-001-000-000000            POA                         -9,357,495.64                0.00              0.00     -9,357,495.64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-002-000-000000            PIFI                          -531,677.30                0.00              0.00       -531,677.30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-003-000-000000            PROMEP                      -5,236,344.91                0.00              0.00     -5,236,344.91                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-004-000-000000            FAM 2008                      -449,119.92                0.00              0.00       -449,119.92                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-005-000-000000            FOMIX                       -2,410,836.49                0.00              0.00     -2,410,836.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-006-000-000000            FAM 2010                      -273,522.49                0.00              0.00       -273,522.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-007-000-000000            CIENCIA BÁSICA                -996,505.11                0.00          7,893.06     -1,004,398.17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-008-000-000000            FAM 2009                       -92,344.80                0.00              0.00        -92,344.80                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-009-000-000000            EDUCACION A DISTANCIA           -5,496.00                0.00              0.00         -5,496.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-010-000-000000            APOYOS EXTRAORDINARIOS      -6,000,000.00                0.00              0.00     -6,000,000.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-012-000-000000            FONDO DE RESERVA            -3,096,878.91          152,010.00        354,690.00     -3,299,558.91                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-013-000-000000            PROMEP 2011                   -182,417.33                0.00         28,576.54       -210,993.87                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-014-000-000000            INCREMENTO DE MATRICULA     -1,281,800.00                0.00              0.00     -1,281,800.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-015-000-000000            EQUIPAMIENTO                   -28,432.00                0.00              0.00        -28,432.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-017-000-000000            PIFI 2012                     -229,362.26                0.00              0.00       -229,362.26                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-018-000-000000            APOYOS COMPLEMENTARIOS        -692,850.00                0.00              0.00       -692,850.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-020-000-000000            PERSONAS VULNERABLES          -662,592.00                0.00              0.00       -662,592.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-021-000-000000            APLICACION AGRICOLA             -1,800.00                0.00              0.00         -1,800.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-022-000-000000            SISTEMAS DE INFORMACION        -98,451.57                0.00              0.00        -98,451.57                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-6-024-000-000000            PROYECTO 3440 M. VILLAN     -1,616,650.00                0.00              0.00     -1,616,650.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 3-4-4-8-000-000-000000          ACTIVOS BIOLOGICOS                   -12.00                0.00              0.00            -12.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
